,cat,dataset,path
230,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1452/chars/recognized_3_870_318_24_52.jpg
231,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1444/chars/recognized_7_908_675_23_57.jpg
232,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1444/chars/recognized_2_907_602_26_56.jpg
233,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1444/chars/recognized_E_906_144_21_49.jpg
234,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1444/chars/recognized_3_907_426_23_54.jpg
235,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1444/chars/recognized_3_906_314_24_52.jpg
236,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1444/chars/recognized_4_905_484_28_54.jpg
237,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1444/chars/recognized_D_904_197_24_49.jpg
238,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1444/chars/recognized_6_906_370_24_52.jpg
239,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1444/chars/recognized_M_898_92_35_49.jpg
240,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1444/chars/recognized_U_904_250_25_51.jpg
241,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1444/chars/recognized_9_907_541_24_57.jpg
242,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1451/chars/recognized_4_876_488_29_54.jpg
243,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1451/chars/recognized_7_882_679_22_58.jpg
244,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1451/chars/recognized_M_863_96_36_49.jpg
245,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1451/chars/recognized_6_876_374_24_53.jpg
246,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1451/chars/recognized_3_875_318_24_52.jpg
247,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1451/chars/recognized_U_871_255_26_51.jpg
248,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1451/chars/recognized_E_872_149_21_49.jpg
249,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1451/chars/recognized_D_871_201_25_49.jpg
250,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1451/chars/recognized_3_877_430_24_54.jpg
251,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1451/chars/recognized_2_879_606_27_57.jpg
252,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1451/chars/recognized_9_879_546_24_56.jpg
253,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1434/chars/recognized_2_951_614_25_56.jpg
254,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1434/chars/recognized_E_950_160_21_48.jpg
255,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1434/chars/recognized_D_948_212_25_49.jpg
256,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1434/chars/recognized_M_943_108_35_48.jpg
257,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1434/chars/recognized_3_950_328_24_52.jpg
258,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1434/chars/recognized_4_949_497_28_54.jpg
259,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1434/chars/recognized_6_951_383_24_53.jpg
260,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1434/chars/recognized_9_951_554_25_56.jpg
261,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1434/chars/recognized_3_950_439_25_54.jpg
262,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1434/chars/recognized_7_952_687_23_57.jpg
263,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1434/chars/recognized_U_948_265_25_51.jpg
264,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1421/chars/recognized_6_1141_374_24_52.jpg
265,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1421/chars/recognized_3_1140_319_24_51.jpg
266,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1421/chars/recognized_7_1144_678_23_57.jpg
267,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1421/chars/recognized_D_1138_202_25_49.jpg
268,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1421/chars/recognized_4_1140_488_28_53.jpg
269,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1421/chars/recognized_9_1141_545_25_55.jpg
270,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1421/chars/recognized_E_1140_150_21_48.jpg
271,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1421/chars/recognized_U_1138_255_25_51.jpg
272,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1421/chars/recognized_M_1133_98_35_48.jpg
273,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1421/chars/recognized_2_1142_605_26_56.jpg
274,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1421/chars/recognized_3_1141_430_24_53.jpg
275,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1485/chars/recognized_4_729_428_29_57.jpg
276,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1485/chars/recognized_U_716_185_29_56.jpg
277,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1485/chars/recognized_9_731_488_27_59.jpg
278,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1485/chars/recognized_6_726_311_26_55.jpg
279,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1485/chars/recognized_2_735_550_27_59.jpg
280,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1485/chars/recognized_7_737_625_25_59.jpg
281,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1485/chars/recognized_E_715_75_24_52.jpg
282,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1485/chars/recognized_3_727_370_27_55.jpg
283,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1485/chars/recognized_D_715_130_28_52.jpg
284,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1485/chars/recognized_3_724_253_25_54.jpg
285,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1485/chars/recognized_M_705_20_39_52.jpg
286,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1469/chars/recognized_4_754_479_29_58.jpg
287,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1469/chars/recognized_6_752_366_26_54.jpg
288,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1469/chars/recognized_2_757_602_30_57.jpg
289,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1469/chars/recognized_3_750_309_25_53.jpg
290,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1469/chars/recognized_9_757_540_26_58.jpg
291,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1469/chars/recognized_M_734_83_38_51.jpg
292,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1469/chars/recognized_7_762_676_23_58.jpg
293,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1469/chars/recognized_E_743_137_23_50.jpg
294,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1469/chars/recognized_U_745_244_27_53.jpg
295,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1469/chars/recognized_3_754_423_26_55.jpg
296,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1469/chars/recognized_D_744_191_26_50.jpg
297,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1426/chars/recognized_7_1090_670_23_57.jpg
298,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1426/chars/recognized_3_1086_311_23_52.jpg
299,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1426/chars/recognized_U_1083_248_26_51.jpg
300,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1426/chars/recognized_3_1087_423_24_53.jpg
301,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1426/chars/recognized_E_1085_142_21_49.jpg
302,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1426/chars/recognized_M_1077_90_36_48.jpg
303,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1426/chars/recognized_D_1083_195_25_48.jpg
304,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1426/chars/recognized_2_1089_597_25_56.jpg
305,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1426/chars/recognized_4_1086_480_28_54.jpg
306,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1426/chars/recognized_9_1088_537_24_56.jpg
307,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1426/chars/recognized_6_1087_367_24_52.jpg
308,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1425/chars/recognized_U_1103_250_25_50.jpg
309,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1425/chars/recognized_E_1105_144_21_49.jpg
310,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1425/chars/recognized_6_1106_368_24_53.jpg
311,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1425/chars/recognized_M_1097_92_36_48.jpg
312,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1425/chars/recognized_7_1110_672_22_57.jpg
313,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1425/chars/recognized_9_1107_539_25_56.jpg
314,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1425/chars/recognized_3_1107_424_23_54.jpg
315,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1425/chars/recognized_2_1108_599_26_56.jpg
316,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1425/chars/recognized_4_1105_482_28_54.jpg
317,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1425/chars/recognized_D_1103_197_24_48.jpg
318,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1425/chars/recognized_3_1106_313_23_51.jpg
319,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1419/chars/recognized_4_1326_498_29_54.jpg
320,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1419/chars/recognized_D_1326_210_25_49.jpg
321,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1419/chars/recognized_E_1328_157_22_48.jpg
322,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1419/chars/recognized_M_1321_106_37_47.jpg
323,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1419/chars/recognized_6_1327_383_25_53.jpg
324,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1419/chars/recognized_9_1328_556_26_56.jpg
325,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1419/chars/recognized_7_1330_691_24_57.jpg
326,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1419/chars/recognized_3_1328_327_24_52.jpg
327,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1419/chars/recognized_3_1328_440_24_54.jpg
328,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1419/chars/recognized_2_1328_617_27_57.jpg
329,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1419/chars/recognized_U_1325_263_27_51.jpg
330,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1480/chars/recognized_E_697_101_23_51.jpg
331,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1480/chars/recognized_9_711_511_26_58.jpg
332,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1480/chars/recognized_2_712_573_29_58.jpg
333,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1480/chars/recognized_6_706_334_26_55.jpg
334,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1480/chars/recognized_4_708_452_29_55.jpg
335,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1480/chars/recognized_3_708_393_26_55.jpg
336,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1480/chars/recognized_U_699_210_28_56.jpg
337,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1480/chars/recognized_M_688_48_38_50.jpg
338,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1480/chars/recognized_D_697_156_27_51.jpg
339,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1480/chars/recognized_7_714_648_26_58.jpg
340,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1480/chars/recognized_3_703_277_26_54.jpg
341,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1483/chars/recognized_U_708_197_29_53.jpg
342,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1483/chars/recognized_M_697_32_39_52.jpg
343,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1483/chars/recognized_7_727_635_25_58.jpg
344,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1483/chars/recognized_D_707_141_28_52.jpg
345,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1483/chars/recognized_2_725_560_27_59.jpg
346,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1483/chars/recognized_9_722_498_27_58.jpg
347,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1483/chars/recognized_E_707_87_24_51.jpg
348,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1483/chars/recognized_3_719_380_25_55.jpg
349,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1483/chars/recognized_3_715_263_25_54.jpg
350,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1483/chars/recognized_4_720_438_29_57.jpg
351,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1483/chars/recognized_6_717_321_26_55.jpg
352,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1458/chars/recognized_7_823_674_24_58.jpg
353,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1458/chars/recognized_4_816_482_29_54.jpg
354,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1458/chars/recognized_2_818_600_30_58.jpg
355,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1458/chars/recognized_U_809_246_27_52.jpg
356,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1458/chars/recognized_3_817_424_24_53.jpg
357,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1458/chars/recognized_M_799_87_37_49.jpg
358,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1458/chars/recognized_3_814_310_24_53.jpg
359,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1458/chars/recognized_6_815_367_25_53.jpg
360,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1458/chars/recognized_9_819_540_25_56.jpg
361,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1458/chars/recognized_E_808_140_23_49.jpg
362,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1458/chars/recognized_D_808_192_26_51.jpg
363,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1477/chars/recognized_D_699_168_28_51.jpg
364,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1477/chars/recognized_4_709_463_29_56.jpg
365,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1477/chars/recognized_7_716_658_25_58.jpg
366,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1477/chars/recognized_E_699_114_24_51.jpg
367,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1477/chars/recognized_2_714_584_30_57.jpg
368,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1477/chars/recognized_9_713_522_26_58.jpg
369,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1477/chars/recognized_M_690_61_39_51.jpg
370,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1477/chars/recognized_3_706_289_26_53.jpg
371,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1477/chars/recognized_3_710_403_26_56.jpg
372,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1477/chars/recognized_6_708_346_26_54.jpg
373,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1477/chars/recognized_U_701_223_28_55.jpg
374,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1471/chars/recognized_4_750_482_29_55.jpg
375,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1471/chars/recognized_2_753_602_30_58.jpg
376,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1471/chars/recognized_3_750_423_26_55.jpg
377,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1471/chars/recognized_M_730_83_38_50.jpg
378,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1471/chars/recognized_6_749_365_25_55.jpg
379,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1471/chars/recognized_U_741_244_27_52.jpg
380,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1471/chars/recognized_E_739_136_23_50.jpg
381,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1471/chars/recognized_9_753_540_26_58.jpg
382,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1471/chars/recognized_D_739_189_27_51.jpg
383,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1471/chars/recognized_7_756_676_26_59.jpg
384,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1471/chars/recognized_3_746_309_25_53.jpg
385,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1427/chars/recognized_E_1075_141_21_48.jpg
386,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1427/chars/recognized_9_1077_536_25_56.jpg
387,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1427/chars/recognized_M_1068_89_35_48.jpg
388,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1427/chars/recognized_7_1080_669_22_56.jpg
389,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1427/chars/recognized_4_1076_479_27_54.jpg
390,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1427/chars/recognized_6_1077_365_23_53.jpg
391,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1427/chars/recognized_D_1074_193_24_49.jpg
392,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1427/chars/recognized_2_1079_596_25_56.jpg
393,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1427/chars/recognized_U_1073_246_26_51.jpg
394,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1427/chars/recognized_3_1077_421_24_54.jpg
395,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1427/chars/recognized_3_1076_310_23_51.jpg
396,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1443/chars/recognized_U_908_249_25_52.jpg
397,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1443/chars/recognized_D_908_196_25_50.jpg
398,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1443/chars/recognized_2_911_600_25_57.jpg
399,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1443/chars/recognized_4_909_483_28_54.jpg
400,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1443/chars/recognized_E_910_144_21_50.jpg
401,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1443/chars/recognized_7_912_674_23_57.jpg
402,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1443/chars/recognized_3_910_313_24_52.jpg
403,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1443/chars/recognized_M_902_91_36_49.jpg
404,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1443/chars/recognized_9_910_540_25_56.jpg
405,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1443/chars/recognized_3_911_425_23_54.jpg
406,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1443/chars/recognized_6_910_369_24_52.jpg
407,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1460/chars/recognized_4_792_484_29_55.jpg
408,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1460/chars/recognized_D_782_194_27_50.jpg
409,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1460/chars/recognized_3_789_312_25_53.jpg
410,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1460/chars/recognized_6_791_369_24_53.jpg
411,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1460/chars/recognized_9_795_542_26_57.jpg
412,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1460/chars/recognized_M_773_87_38_51.jpg
413,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1460/chars/recognized_3_793_426_24_54.jpg
414,2,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1460/chars/recognized_2_798_603_26_58.jpg
415,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1460/chars/recognized_U_784_248_27_52.jpg
416,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1460/chars/recognized_7_799_677_24_59.jpg
417,E,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1460/chars/recognized_E_783_141_22_50.jpg
418,U,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1448/chars/recognized_U_884_255_26_51.jpg
419,M,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1448/chars/recognized_M_877_96_36_50.jpg
420,9,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1448/chars/recognized_9_890_546_24_56.jpg
421,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1448/chars/recognized_3_889_430_24_54.jpg
422,7,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1448/chars/recognized_7_892_679_23_58.jpg
423,D,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1448/chars/recognized_D_884_201_25_50.jpg
424,3,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1448/chars/recognized_3_887_318_24_52.jpg
425,4,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1448/chars/recognized_4_888_488_27_54.jpg
426,6,lot1,/home/gopik/github/cnn/data/lot1/outputs/new2/frames/1448/chars/recognized_6_888_374_24_53.jpg
